sample	pltFamily	pltGenus	plant	Order	Family	Genus	Species	Sex	jdate	caldate	tsect	meter
534	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
535,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	f	215	2012-08-03	2	70
535,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	m	215	2012-08-03	2	70
535,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia protuberans	f	215	2012-08-03	2	70
535,4	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	215	2012-08-03	2	70
535,5	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
535,6	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	215	2012-08-03	2	70
535,7	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	215	2012-08-03	2	70
535,8	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	215	2012-08-03	2	70
535,9	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	215	2012-08-03	2	70
535,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Anthomyiidae	Adia	Adia sp.3	m	215	2012-08-03	2	70
535,11	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Anthomyiidae	Adia	Adia sp.3	f	215	2012-08-03	2	70
536	Boraginaceae	Myosotis	Myosotis asiatica	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	215	2012-08-03	2	70
537,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	215	2012-08-03	2	70
537,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
538,1	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Phaonia	Phaonia brunneinervis	f	215	2012-08-03	2	70
538,2	Rosaceae	Potentilla	Potentilla diversifolia	Hymenoptera	Tenthridinidae	Macrophya	Macrophya sp.1		215	2012-08-03	2	70
538,3	Rosaceae	Potentilla	Potentilla diversifolia	Hymenoptera	Tenthridinidae	Macrophya	Macrophya sp.1		215	2012-08-03	2	70
539	Caryophyllaceae	Arenaria	Arenaria capillaris	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
540,1	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
540,2	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
540,3	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
540,4	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
540,5	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
540,6	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	2	70
541	Fabaceae	Astragalus	Hedysarum sulphurescens	Hymenoptera	Apidae	Bombus	Bombus sylvicola	f	215	2012-08-03	3	29
542,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	3	29
542,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	215	2012-08-03	3	29
542,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	215	2012-08-03	3	29
542,4	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	m	215	2012-08-03	3	29
542,5	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	m	215	2012-08-03	3	29
542,6	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	f	215	2012-08-03	3	29
542,7	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	m	215	2012-08-03	3	29
542,8	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	215	2012-08-03	3	29
542,9	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	215	2012-08-03	3	29
542,1	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	215	2012-08-03	3	29
543,1	Asteraceae	Senecio	Senecio triangularis	Diptera	Anthomyiidae	Pegohylemyia	Pegohylemyia spp.		215	2012-08-03	3	29
543,2	Asteraceae	Senecio	Senecio triangularis	Diptera	Syrphidae	Syrphus	Syrphus torvus	m	215	2012-08-03	3	29
544	Asteraceae	Erigeron	Erigeron peregrinus	Lepidoptera	Noctuidae	Lasionycta	Lasionycta impingens		215	2012-08-03	3	29
545	Asteraceae	Arnica	Arnica angustifolia	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	215	2012-08-03	3	29
546,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Pegohylemyia	Pegohylemyia sp.2	f	215	2012-08-03	3	29
546,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	215	2012-08-03	3	29
546,3	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops inocuus	m	215	2012-08-03	3	29
546,4	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops inocuus	m	215	2012-08-03	3	29
546,5	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops septentrionalis	m	215	2012-08-03	3	29
546,6	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops inocuus	m	215	2012-08-03	3	29
547	Asteraceae	Senecio	Senecio canus	Hymenoptera	Tenthridinidae	Macrophya	Macrophya sp.3		215	2012-08-03	3	29
548..1	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	215	2012-08-03	3	29
548..2	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	215	2012-08-03	3	29
549,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Rhagionidae	Symphoromyia	Symphoromyia sp.1		217	2012-08-05	1	10
549,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	217	2012-08-05	1	10
549,3	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	217	2012-08-05	1	10
549,4	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	217	2012-08-05	1	10
549,5	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops septentrionalis	m	217	2012-08-05	1	10
549,6	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	217	2012-08-05	1	10
550,1	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	1	10
550,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Phaonia	Phaonia monticola	f	217	2012-08-05	1	10
550,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	217	2012-08-05	1	10
550,4	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	217	2012-08-05	1	10
550,5	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	217	2012-08-05	1	10
550,6	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	217	2012-08-05	1	10
551	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	217	2012-08-05	1	10
552	Scrophulariaceae	Castilleja	Castilleja occidentalis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	1	10
554	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia spp.	f	217	2012-08-05	1	10
555	Asteraceae	Senecio	Senecio triangularis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	217	2012-08-05	1	10
556	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus melanopygus	f	217	2012-08-05	1	10
557	Fabaceae	Astragalus	Hedysarum sulphurescens	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	217	2012-08-05	1	10
558..1	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	1	10
558..2	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	1	10
558..3	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	1	10
558..4	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	1	10
559	Ranunculaceae	Delphinium	Delphinium nelsonii	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	1	10
560,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	217	2012-08-05	2	76
560,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	217	2012-08-05	2	76
560,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	217	2012-08-05	2	76
561,1	Caryophyllaceae	Arenaria	Arenaria capillaris	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	217	2012-08-05	2	76
561,2	Caryophyllaceae	Arenaria	Arenaria capillaris	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		217	2012-08-05	2	76
562	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	217	2012-08-05	2	76
563,1	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus melanopygus	f	217	2012-08-05	2	76
563,2	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Phaonia	Phaonia monticola	m	217	2012-08-05	2	76
564	Asteraceae	Arnica	Arnica chamissonis	Diptera	Anthomyiidae	Pegohylemyia	Pegohylemyia sp.3	f	217	2012-08-05	2	76
565,1	Asteraceae	Achillea	Achillea millefolium	Diptera	Anthomyiidae	Crinurina	Crinurina sp. 1	f	217	2012-08-05	2	76
565,2	Asteraceae	Achillea	Achillea millefolium	Diptera	Empididae	Rhamphomyia	Rhamphomyia empis spp.		217	2012-08-05	2	76
566	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	217	2012-08-05	2	76
567,2	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	3	86
567,3	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Syrphidae	Eristalis	Eristalis tenax	m	217	2012-08-05	3	86
568	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	217	2012-08-05	3	86
569,1	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	217	2012-08-05	3	86
569,2	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	217	2012-08-05	3	86
570	Ranunculaceae	Delphinium	Delphinium nelsonii	Diptera	Anthomyiidae	Paregle/Adia	Paregle/Adia sp.2	m	217	2012-08-05	3	86
571,1	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	217	2012-08-05	3	86
571,2	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	217	2012-08-05	3	86
571,3	Asteraceae	Solidago	Solidago multiradiata	Lepidoptera	Pyralidae	Pyla	Pyla scintillans		217	2012-08-05	3	86
572	Asteraceae	Achillea	Achillea millefolium	Diptera	Muscidae	Drymeia	Drymeia spp.	f	217	2012-08-05	3	86
573	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	218	2012-08-06	1	82
574,1	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Syrphidae	Chrysotoxum	Chrysotoxum fasciatum	m	218	2012-08-06	1	82
574,2	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	218	2012-08-06	1	82
574,3	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	218	2012-08-06	1	82
574,4	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	218	2012-08-06	1	82
575,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	218	2012-08-06	1	82
575,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Delia	Delia sp.3	f	218	2012-08-06	1	82
576	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	218	2012-08-06	1	82
577,1	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	1	58
577,2	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	221	2012-08-09	1	58
578,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	1	58
578,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	1	58
578,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	1	58
578,4	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	1	58
579,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	1	58
579,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	1	58
579,3	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	1	58
579,4	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	1	58
579,5	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	1	58
579,6	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops inocuus	m	221	2012-08-09	1	58
579,7	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Pegohylemyia	Pegohylemyia sp.2	f	221	2012-08-09	1	58
579,8	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	1	58
580	Saxifragaceae	Saxifraga	Saxifraga bronchialis	Diptera	Muscidae	Thricops	Thricops septentrionalis	m	221	2012-08-09	1	58
581	Asteraceae	Erigeron	Erigeron compositus	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		221	2012-08-09	1	58
582,1	Asteraceae	Arnica	Arnica chamissonis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	1	58
582,2	Asteraceae	Arnica	Arnica chamissonis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	1	58
582,3	Asteraceae	Arnica	Arnica chamissonis	Diptera	Dryomyzidae	Dryomyza	Dryomyza sp.1	f	221	2012-08-09	1	58
583,1	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	221	2012-08-09	1	58
583,2	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Thricops	Thricops inocuus	m	221	2012-08-09	1	58
584	Asteraceae	Arnica	Arnica angustifolia	Diptera	Muscidae	Thricops	Thricops inocuus	m	221	2012-08-09	1	58
585	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	1	58
586,1	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	1	58
586,2	Rosaceae	Potentilla	Potentilla fruticosa	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	1	58
587	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	221	2012-08-09	2	64
588,1	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	221	2012-08-09	2	64
588,2	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Syrphidae	Eupeodes	Eupeodes lapponicus	m	221	2012-08-09	2	64
588,3	Valerinaceae	Valeriana	Valeriana sitchensis	Lepidoptera	Noctuidae	Agrotis	Agrotis obliqua		221	2012-08-09	2	64
589,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Syrphidae	Syrphus	Syrphus ribesii	m	221	2012-08-09	2	64
589,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	2	64
589,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	2	64
589,4	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	2	64
590,1	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia c.f. minor	m	221	2012-08-09	2	64
590,2	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	2	64
590,3	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Drymeia	Drymeia spp.	f	221	2012-08-09	2	64
591,1	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	221	2012-08-09	2	64
591,2	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus melanopygus	f	221	2012-08-09	2	64
592,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	2	64
592,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	2	64
592,3	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	221	2012-08-09	2	64
592,4	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	2	64
592,5	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	221	2012-08-09	2	64
593	Saxifragaceae	Heuchera	Heuchera cylindrica	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	221	2012-08-09	2	64
594,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	223	2012-08-11	1	93
594,2	Asteraceae	Erigeron	Erigeron peregrinus	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	223	2012-08-11	1	93
595,1	Asteraceae	Senecio	Senecio triangularis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	1	93
595,2	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	223	2012-08-11	1	93
596,1	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Phaonia	Phaonia monticola	m	223	2012-08-11	1	93
596,2	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Syrphidae	Eristalis	Eristalis tenax	m	223	2012-08-11	1	93
596,3	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	1	93
596,4	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	1	93
596,5	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	1	93
596,6	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	1	93
596,7	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Drymeia	Drymeia spp.	f	223	2012-08-11	1	93
596,8	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	1	93
596,9	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		223	2012-08-11	1	93
596,1	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		223	2012-08-11	1	93
596,11	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		223	2012-08-11	1	93
597	Asteraceae	Senecio	Senecio triangularis	Lepidoptera		Colias	Colias meadii		223	2012-08-11	1	93
598,1	Gentianaceae	Gentianella	Gentianella amarella	Diptera	Syrphidae	Platycheirus	Platycheirus spp.	f	223	2012-08-11	1	93
598,2	Gentianaceae	Gentianella	Gentianella amarella	Hymenoptera	Apidae	Bombus	Bombus melanopygus	f	223	2012-08-11	1	93
599	Fabaceae	Astragalus	Hedysarum sulphurescens	Hymenoptera	Apidae	Bombus	Bombus flavifrons	f	223	2012-08-11	1	93
600,1	Asteraceae	Solidago	Solidago multiradiata	Hymenoptera	Hymenoptera fam.		 		223	2012-08-11	1	93
600,2	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	223	2012-08-11	1	93
600,3	Asteraceae	Solidago	Solidago multiradiata	Diptera	Muscidae	Drymeia	Drymeia spp.	f	223	2012-08-11	1	93
601,1	Asteraceae	Senecio	Senecio triangularis	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	2	64
601,2	Asteraceae	Senecio	Senecio triangularis	Hymenoptera	Apidae	Bombus	Bombus mixtus	f	223	2012-08-11	2	64
602,1	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Syrphidae	Platycheirus	Platycheirus holarcticus	m	223	2012-08-11	2	64
602,2	Valerinaceae	Valeriana	Valeriana sitchensis	Lepidoptera	Noctuidae	Lasionycta	Lasionycta impingens		223	2012-08-11	2	64
603,1	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	223	2012-08-11	2	64
603,2	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	2	64
603,3	Asteraceae	Erigeron	Erigeron peregrinus	Diptera	Muscidae	Drymeia	Drymeia spp.	f	223	2012-08-11	2	64
604,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Botanophila	Botanophila sp.4	m	223	2012-08-11	2	64
604,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	2	64
604,3	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	223	2012-08-11	2	64
604,4	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	2	64
604,5	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops c.f. innocuus	f	223	2012-08-11	2	64
604,6	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Muscidae	Thricops	Thricops septentrionalis	m	223	2012-08-11	2	64
604,7	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Paregle/Adia	Paregle/Adia sp.3	m	223	2012-08-11	2	64
604,8	Liliaceae	Zigadenus	Zigadenus elegans	Hemiptera	Hemiptera fam.	Hemiptera gen.	Hemiptera sp.2		223	2012-08-11	2	64
605,1	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	223	2012-08-11	2	64
605,2	Ranunculaceae	Aquilegia	Aquilegia flavescens	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	223	2012-08-11	2	64
606	Rosaceae	Potentilla	Potentilla diversifolia	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	223	2012-08-11	2	64
607	Caryophyllaceae	Arenaria	Arenaria capillaris	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		223	2012-08-11	2	64
608,1	Saxifragaceae	Saxifraga	Saxifraga nivalis	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		223	2012-08-11	2	64
608,2	Saxifragaceae	Saxifraga	Saxifraga bronchialis	Diptera	Muscidae	Thricops	Thricops septentrionalis	m	223	2012-08-11	2	64
609,1	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Pegomya	Pegomya sp.1	f	226	2012-08-14	1	33
609,2	Liliaceae	Zigadenus	Zigadenus elegans	Diptera	Anthomyiidae	Botanophila	Botanophila sp.4	m	226	2012-08-14	1	33
610	Ranunculaceae	Delphinium	Delphinium nelsonii	Hymenoptera	Apidae	Bombus	Bombus balteatus	f	226	2012-08-14	1	33
611,1	Valerinaceae	Valeriana	Valeriana sitchensis	Hymenoptera	Apidae	Bombus	Bombus sylvicola	m	226	2012-08-14	1	33
611,2	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Phaonia	Phaonia monticola	m	226	2012-08-14	1	33
611,3	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Muscidae	Thricops	Thricops c.f. septentrionalis	f	226	2012-08-14	1	33
611,4	Valerinaceae	Valeriana	Valeriana sitchensis	Diptera	Empididae	Rhamphomyia	Rhamphomyia spp.		226	2012-08-14	1	33
